f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,-0.2634644403856466,-0.14135068091142633,-0.08217025020916105,-0.48378058177520683,-0.41917962722431157,-0.12160952768810772,-0.6341315672021701,-0.6530117882321689,-0.15892851668088126,-0.7818864625799362,-0.8223704025134622,-0.19642275627729763,-0.32094072449939137,-0.9224318181391976,-0.05517844092687009,-0.45576559324894367,-1.2878167078609752,-0.12559194300011847,-0.5234042076375977,-1.5143359917595838,-0.18648788995097806,-0.5674715445065874,-1.7117681108643086,-0.2341346292918839,-0.1431968493366288,-0.9896942266882548,-0.080805862073267,-0.22936583199987054,-1.4227337086528777,-0.13969439655577373,-0.2748906811784729,-1.6930624012028155,-0.20195006927354864,-0.30917500618114857,-1.9127280156717272,-0.2504686132528084,0.04193833967414015,-0.9623287275596408,-0.12192637424309903,0.015466977866442983,-1.3680616417020177,-0.19684899666354233,-0.01062153795446104,-1.63151612186687,-0.26175823820468347,-0.044543559925732515,-1.8543827022936519,-0.3103172455809214,0.23003046923331144,-0.857561315113048,-0.1701236492255824,0.3132873323417266,-1.1406062008010152,-0.23960084515250543,0.34722055956139203,-1.3423700821806994,-0.27834439213062173,0.3571187364806439,-1.5281618157455135,-0.307491837010773,G
0.0,0.0,0.0,-0.2408157324444348,-0.20731020194291447,-0.09767094172127912,-0.4522907810732779,-0.5356993912364336,-0.15770889483124226,-0.43494551679993626,-0.8875727438214822,-0.23148734473767604,-0.21713064599362397,-1.0506184640933138,-0.2746602658962464,-0.370834737922176,-0.9499278651053328,0.01876791739406401,-0.4914306597217938,-1.2612006914215426,-0.15196769558286916,-0.45919937398013494,-0.9355116874524917,-0.22267420214839959,-0.398470762266543,-0.8229961348693832,-0.24249618080583374,-0.18846545120118657,-0.9820798204339264,-0.005196283619372907,-0.28433011672769476,-1.2728281453424761,-0.1857773555139423,-0.27147363166029836,-0.8841008577377758,-0.19429581277045943,-0.22265874805169275,-0.7883700622833153,-0.1427261746656005,0.0022960960329170064,-0.9568919420808516,-0.06613713941882254,-0.07605708911668409,-1.1888131061139686,-0.24102802217727967,-0.09766872411648442,-0.8223808519632874,-0.1788902921964942,-0.06415729105446814,-0.7286120676176742,-0.07671162819468656,0.20632754367155196,-0.8862137382928992,-0.13923917802702454,0.1155360108400862,-1.090239519473458,-0.20840631157161751,0.06638232025901415,-0.8566362437502107,-0.14485364930155,0.07789797968415492,-0.7507709880266572,-0.06781237462597509,G
0.0,0.0,0.0,-0.2571797219859187,-0.13665161208871854,-0.10069006091557607,-0.481581972568899,-0.39005538080325786,-0.152270270698792,-0.6353755508580928,-0.619225709080136,-0.19837233143703775,-0.7666108047339805,-0.7997952125382523,-0.24166615071554218,-0.31726174793211603,-0.9324103340509745,-0.06108470894196397,-0.42994882838425524,-1.2932888036625902,-0.13052708246947894,-0.48721068093596315,-1.511715745506573,-0.19387916041516465,-0.5218931782417822,-1.702307359513134,-0.2437124200984139,-0.14412368314079935,-0.989559681857507,-0.07778870933004702,-0.22390445281757593,-1.4089498071881974,-0.1374947198138356,-0.2662595287249536,-1.666676126638426,-0.1987246106442257,-0.2982490585459825,-1.8780468157852277,-0.2459803299547665,0.03174920661763228,-0.960382770665865,-0.11241321870913311,0.0009766065266321221,-1.3512875520860557,-0.18769382410174573,-0.031128899147862602,-1.604781569616144,-0.24742808838610356,-0.06933355045418424,-1.8253034274047735,-0.29133150829667326,0.21295984419526043,-0.8586368277277509,-0.1564345542101544,0.27488339518090893,-1.1446765691366867,-0.22672057933149628,0.2941382454160046,-1.342430917191806,-0.26248335700126657,0.2933176345795976,-1.5279432788553815,-0.28799559456966095,C
0.0,0.0,0.0,-0.24032218857073362,-0.14062834201710586,-0.1574683355810515,-0.40852062197216604,-0.3682686097196191,-0.2802261279362441,-0.39426988185372036,-0.604638640611366,-0.40128158747515136,-0.2982567609308103,-0.7993709506919008,-0.515583306905886,-0.31555458785570734,-1.0194129053127143,-0.19360672767437856,-0.39367638910068514,-1.5023645663813325,-0.36402647944001665,-0.4270005276610941,-1.796457733658005,-0.47382046417267004,-0.45060418720777395,-2.0559248029808663,-0.5495889250254453,-0.10727810851039662,-0.9942290517956269,-0.21649423985664693,-0.12398065841242592,-1.207617018143591,-0.49289575840133026,-0.14533859134117588,-0.8796726836047352,-0.573141119539144,-0.17165099552731927,-0.6181946306637821,-0.5642665517013166,0.08308207137932688,-0.9082499953095078,-0.25643252729005145,0.07471741440456849,-0.9517531702305981,-0.49664668389827044,-0.005927344383563864,-0.6234696013898383,-0.47630483688069675,-0.08781172463782536,-0.408684774796756,-0.4008925051348019,0.25354028252362015,-0.7759468332971162,-0.3110209803714364,0.22987283533042843,-0.7816984271021788,-0.45706176552934924,0.1320042968154478,-0.5410923165943488,-0.42690275437649794,0.03888526156085223,-0.38641619515224407,-0.3659936090511314,G
0.0,0.0,0.0,-0.2139747487537429,-0.12635819305824045,-0.12431873113227432,-0.34257746436496794,-0.382694572309884,-0.20356040949531615,-0.22342755528110667,-0.5609289707377484,-0.2867459046067895,-0.07007536855210718,-0.6886969955763536,-0.36290606867113395,-0.31199293001463496,-0.962608514107696,-0.1386810600319603,-0.4226652361006232,-1.3686808707755957,-0.2584409442995557,-0.48287791811842457,-1.6281391080541647,-0.32774806906869136,-0.5228948059019626,-1.8519101730516683,-0.3698817753985601,-0.12068777723366003,-0.9926905159345477,-0.16861625977548741,-0.1350315321672131,-1.4494500373431507,-0.29860979857269343,-0.1399349569608392,-1.7560280106792485,-0.37600944570942774,-0.1320562205599352,-2.0225755971896633,-0.4117478018586258,0.05262192518265309,-0.898636348852569,-0.21272619519571295,0.07358696028822827,-1.0002925219714833,-0.3880295757483371,0.006894942571866629,-0.712914072653175,-0.41362051272617145,-0.034405785932018054,-0.5037787305083412,-0.3794682940289869,0.1921846358298025,-0.7335174970540229,-0.26725584438647476,0.17324077548899802,-0.7455596653018883,-0.3981196751233208,0.0865284510862553,-0.5442930375418208,-0.39439248220839845,0.02161053475722631,-0.3908940132271977,-0.35856109004714565,C
0.0,0.0,0.0,-0.20689478718129675,-0.131657216475231,-0.11596694875043181,-0.3222002472066087,-0.3513306664630415,-0.17133949382471053,-0.21322523119207593,-0.5528478609088268,-0.21311895211104104,-0.05323242730058881,-0.7154843832143639,-0.25590759678491526,-0.3087879284381571,-0.9222698785516652,-0.10114958123621,-0.42175111037004204,-1.3056057935069236,-0.17026541540479445,-0.46545384125177397,-1.54284494825156,-0.2208639511866022,-0.4993080749567127,-1.7617887666779672,-0.2642238627508194,-0.1377629611894201,-0.9904652273171038,-0.130943235779236,-0.17866336238892083,-1.4543017860109804,-0.20831647318095892,-0.19118457780118525,-1.7350281457536572,-0.2724652864905217,-0.21328165261334436,-1.9825887709530274,-0.31666661209105895,0.011971797026835778,-0.9287638657730442,-0.17741861837969541,0.06399826576723595,-1.303413939657263,-0.29559446889261487,0.08549680004747746,-1.563171258457756,-0.3811248061485386,0.09273255140860924,-1.8164355764253535,-0.43554933325111983,0.15091408428738426,-0.7498055732274929,-0.22949110214286086,0.12780241028087702,-0.9778759510994631,-0.3294200726718138,0.07708369539218474,-0.8294751846685819,-0.33278395331782334,0.034073211948323225,-0.6629724140622797,-0.33284794527070427,G
0.0,0.0,0.0,-0.2760817719176754,-0.1469561979849691,-0.08701846225219582,-0.49585329595781175,-0.4395065124398755,-0.1300670038915086,-0.6494433810081559,-0.6905991378643221,-0.17091544059270472,-0.8047590566698432,-0.8371725326507478,-0.2129749927217859,-0.30169305057968987,-0.9347419866134429,-0.06091436937189568,-0.42162744787562545,-1.315672425701934,-0.13592248169142726,-0.4802027002013828,-1.554327847045446,-0.20200366575505932,-0.515531227670606,-1.7617316462983246,-0.25371251399219763,-0.11651831491879952,-0.9931885431721832,-0.08725741278093811,-0.19291064437397576,-1.4344387087871935,-0.14913273271419253,-0.2370243513074662,-1.7099037878308616,-0.2144181505174744,-0.27214392775464263,-1.9391150540163136,-0.26537892895177545,0.07356102258080174,-0.9595661069556641,-0.12941726473601836,0.061918263422099065,-1.3757398921045874,-0.20781183195322767,0.044742407307291315,-1.6475153846091573,-0.27230925758256413,0.018314413402915283,-1.879009615178416,-0.3195025803284655,0.2658462506834843,-0.8483417652791342,-0.17925195520892043,0.3554291778604818,-1.1407079647372076,-0.24978611287383976,0.3926930679887217,-1.345432757369502,-0.285704008457925,0.4042097997136948,-1.5348894495593008,-0.31233048530760477,G
0.0,0.0,0.0,-0.23508305002385557,-0.21494414564765318,-0.1060701666240177,-0.42663021914485566,-0.5503895773486781,-0.16817943080767458,-0.42268713629964855,-0.9089381166717218,-0.24453979917997182,-0.22765135601153882,-1.1078433986762037,-0.2884010430774352,-0.37353129735235036,-0.9446379490616976,0.025495246314524215,-0.4710208257300277,-1.2743126155749713,-0.1431977263468437,-0.4334898939172212,-0.941374637388141,-0.21623909887474974,-0.3853573566130376,-0.8149606634124543,-0.23553213350171132,-0.19460340572919801,-0.9808820084386283,0.00918463224265609,-0.26579918471872516,-1.2847473536456937,-0.16355360108340092,-0.24679383977621336,-0.9064288407147076,-0.17762207656856524,-0.21174689752630121,-0.8016447571468763,-0.13348954497202706,-0.006556238042929107,-0.9689538923800525,-0.04463656599675031,-0.05642806921291413,-1.2612914894354375,-0.20909136423423672,-0.07173977817112946,-0.9063570820286923,-0.1485077694471402,-0.052032109327076644,-0.7763203195333148,-0.05069424846642821,0.19043889608142917,-0.9200787096269477,-0.11199982604508871,0.13471770687710466,-1.1826952257668764,-0.17531054989529476,0.09153879696150662,-0.9681069120797186,-0.1133654123491463,0.09243543882867024,-0.8396604587496533,-0.03852325274811733,G
0.0,0.0,0.0,-0.26516708766402,-0.1438976116124423,-0.09264310985715192,-0.4898440067664104,-0.41581989504416816,-0.13595615078183482,-0.6605349679242288,-0.6404020001702507,-0.17577843339194874,-0.8120050957836891,-0.7798411545718791,-0.21528424435171228,-0.3039586058315434,-0.9379060545513682,-0.0500604922274691,-0.41152626212972065,-1.3129445381024631,-0.11301490656635123,-0.4623161489488771,-1.5438493752477758,-0.1714862756949596,-0.49352114880537096,-1.74207269488656,-0.21897896398174468,-0.1245553604161539,-0.9922126597618083,-0.07095416899079408,-0.19432344476729438,-1.4263821596785775,-0.12376599135876991,-0.2315471318244782,-1.6957813711901364,-0.18378121306309786,-0.26012534447237545,-1.9137931077934678,-0.2315346147810438,0.05928213864225778,-0.9555436544689739,-0.10919236809484051,0.044605975263128345,-1.3604120351758702,-0.18308012221692588,0.020387605289505378,-1.6310096233373454,-0.2507206429488587,-0.01158510773380182,-1.8650888284088551,-0.3010539124591191,0.2466041513447261,-0.8428306397054656,-0.15554353811307106,0.33271004401421406,-1.1202373315810918,-0.22665039480953103,0.36729014138598726,-1.3227302805960175,-0.26764193727752267,0.37857640506788204,-1.5154097830335944,-0.298462680491638,G
0.0,0.0,0.0,-0.2246402060665838,-0.17329418075568148,-0.12968774772172859,-0.35711595630089593,-0.4094344947642295,-0.22918495918092288,-0.28576603716933285,-0.6060666233950225,-0.333910827979077,-0.13152304035988518,-0.7312782299031064,-0.43307251379056166,-0.2695004425780378,-1.059443085279765,-0.14100000704224253,-0.31845220852760914,-1.5348772776925437,-0.27898791629852115,-0.32633197589614665,-1.8286938855032018,-0.370850022355066,-0.3254862467735476,-2.090282165132923,-0.4383765365937745,-0.07399753129953672,-0.9972584245628482,-0.17350166620090626,-0.05997681047245284,-1.3305899982214475,-0.391927275368865,-0.12967401690273936,-1.0546125922178546,-0.4613771560771188,-0.18943815738966716,-0.8127790510360761,-0.4591726960677481,0.10170360874576113,-0.8669629721862113,-0.22101886493346778,0.1252120370141275,-1.082274327541591,-0.4201416997326659,0.01990186388833396,-0.7844379771755815,-0.4046499935679487,-0.054276479949503395,-0.5602909157819106,-0.34045519250707895,0.24941432210305464,-0.6816817811532846,-0.28111219455727643,0.24131004583279383,-0.818920435000666,-0.4017048479106107,0.13130671107298977,-0.6321292440199071,-0.37312433197000644,0.051013244139220426,-0.47853932487855966,-0.3202848004740664,G
0.0,0.0,0.0,-0.22605098994530798,-0.18306344832886984,-0.12703808009400952,-0.3576688464586812,-0.41139423846355855,-0.2285458965315723,-0.29850543796328166,-0.6077665837577392,-0.33705367108045436,-0.14792680385844353,-0.7382128644744248,-0.4398797494514702,-0.27133278777619946,-1.0604249080250439,-0.13211048404600134,-0.32178240198191904,-1.5328455752152252,-0.275273961209105,-0.3313948083007404,-1.8229542947917048,-0.3714450330523799,-0.3338472304365756,-2.0848234882718883,-0.4403438038004439,-0.07793434446348539,-0.9969584935959204,-0.16643007079049876,-0.06817163800163044,-1.3287314970231907,-0.3950655136815186,-0.13236978240574918,-1.043269858036022,-0.4681463008740505,-0.18489808798145804,-0.792121295267353,-0.46413183082311626,0.09739746892622099,-0.8731553941658776,-0.2166258010558819,0.12056983935168647,-1.079147798968624,-0.4218510931678534,0.01680023960893259,-0.7779924440563838,-0.40756702570238285,-0.05753412943428297,-0.5483100155774128,-0.3402214804423516,0.2477367282629462,-0.6981292831887347,-0.2794210068282137,0.24462039191679436,-0.8498174172178901,-0.39994064869577883,0.13210574735957134,-0.6582334176403835,-0.3695337817816224,0.045201439338576475,-0.4941275580739184,-0.31353972391549917,C
0.0,0.0,0.0,-0.23223559740790006,-0.1793190055833617,-0.1295479673331276,-0.36895045437742896,-0.3986819694439897,-0.23547760207094973,-0.3110234951339426,-0.5971889757371132,-0.34764006696043226,-0.15526724960639074,-0.7327969867575478,-0.4546669918701027,-0.28956116529927634,-1.0573345706728101,-0.14509899320377698,-0.3444798684130684,-1.536997772957776,-0.2935546655207491,-0.355568684687265,-1.830797047281465,-0.3949742441004127,-0.35974269150057775,-2.098371695577266,-0.46856406970659215,-0.09157737164810388,-0.9957979639475194,-0.1806507887188041,-0.07674940410075913,-1.3469215067934408,-0.41227677897177784,-0.136142268300109,-1.0542383905643773,-0.4889988692503242,-0.1891534975106294,-0.8014426586307382,-0.48883379522866566,0.08830945825115,-0.8719381990418197,-0.23131723863364814,0.10914202717406402,-1.0796321783054916,-0.4371037169238579,0.01054178186460709,-0.7735034067366884,-0.42352200680667357,-0.06233723467946817,-0.5435676927135232,-0.3582641151339636,0.23895593462024417,-0.69483851595627,-0.2947546870655384,0.23480315083628212,-0.8499788605096048,-0.41483269221824565,0.12614362273765967,-0.6535733672452447,-0.38309056582261475,0.04199496104685923,-0.4872162185570375,-0.3276856550172828,D
